OID,Country or Area,Year,Description,Magnitude,Value
12466..CZF...,BELGIUM,1997,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,88.3015
12466..IZF...,BELGIUM,1997,INDUSTRIAL PROD 2005=100,INDEX NUMBER,87.5118
12466...ZF...,BELGIUM,1997,INDUSTRIAL PROD 2005=100,INDEX NUMBER,87.5118
12466..CZF...,BELGIUM,1996,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,84.1317
12466..IZF...,BELGIUM,1996,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.6329
12466...ZF...,BELGIUM,1996,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.6329
12466..CZF...,BELGIUM,1995,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,83.855
12466..IZF...,BELGIUM,1995,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.2072
12466...ZF...,BELGIUM,1995,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.2072
12466..CZF...,BELGIUM,1994,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,77.729
12466..IZF...,BELGIUM,1994,INDUSTRIAL PROD 2005=100,INDEX NUMBER,78.6455
12466...ZF...,BELGIUM,1994,INDUSTRIAL PROD 2005=100,INDEX NUMBER,78.6455
12466..CZF...,BELGIUM,1993,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,76.2309
12466..IZF...,BELGIUM,1993,INDUSTRIAL PROD 2005=100,INDEX NUMBER,77.0412
12466...ZF...,BELGIUM,1993,INDUSTRIAL PROD 2005=100,INDEX NUMBER,77.0412
12466..CZF...,BELGIUM,1992,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,80.2385
12466..IZF...,BELGIUM,1992,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.1968
12466...ZF...,BELGIUM,1992,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.1968
12466..CZF...,BELGIUM,1991,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,80.4198
12466..IZF...,BELGIUM,1991,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.524
12466...ZF...,BELGIUM,1991,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.524
12466..CZF...,BELGIUM,1990,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,82.0992
12466..IZF...,BELGIUM,1990,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.1386
12466...ZF...,BELGIUM,1990,INDUSTRIAL PROD 2005=100,INDEX NUMBER,83.1386
12466..CZF...,BELGIUM,1989,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,83.3015
12466..IZF...,BELGIUM,1989,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.8985
12466...ZF...,BELGIUM,1989,INDUSTRIAL PROD 2005=100,INDEX NUMBER,81.8985
12466..CZF...,BELGIUM,1988,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,80.3053
12466...ZF...,BELGIUM,1988,INDUSTRIAL PROD 2005=100,INDEX NUMBER,79.184
12466..IZF...,BELGIUM,1988,INDUSTRIAL PROD 2005=100,INDEX NUMBER,79.184
12466..CZF...,BELGIUM,1987,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,76.1641
12466...ZF...,BELGIUM,1987,INDUSTRIAL PROD 2005=100,INDEX NUMBER,74.8155
12466..IZF...,BELGIUM,1987,INDUSTRIAL PROD 2005=100,INDEX NUMBER,74.8155
12466..CZF...,BELGIUM,1986,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,74.5134
12466...ZF...,BELGIUM,1986,INDUSTRIAL PROD 2005=100,INDEX NUMBER,73.2506
12466..IZF...,BELGIUM,1986,INDUSTRIAL PROD 2005=100,INDEX NUMBER,73.2506
12466..CZF...,BELGIUM,1985,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,73.8454
12466...ZF...,BELGIUM,1985,INDUSTRIAL PROD 2005=100,INDEX NUMBER,72.6742
12466..IZF...,BELGIUM,1985,INDUSTRIAL PROD 2005=100,INDEX NUMBER,72.6742
12466..CZF...,BELGIUM,1984,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,71.8893
12466...ZF...,BELGIUM,1984,INDUSTRIAL PROD 2005=100,INDEX NUMBER,70.9224
12466..IZF...,BELGIUM,1984,INDUSTRIAL PROD 2005=100,INDEX NUMBER,70.9224
12466..CZF...,BELGIUM,1983,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,70.2767
12466...ZF...,BELGIUM,1983,INDUSTRIAL PROD 2005=100,INDEX NUMBER,69.1793
12466..IZF...,BELGIUM,1983,INDUSTRIAL PROD 2005=100,INDEX NUMBER,69.1793
12466..CZF...,BELGIUM,1982,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,68.9504
12466...ZF...,BELGIUM,1982,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.8603
12466..IZF...,BELGIUM,1982,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.8603
12466..CZF...,BELGIUM,1981,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,69.0363
12466...ZF...,BELGIUM,1981,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.8776
12466..IZF...,BELGIUM,1981,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.8776
12466..CZF...,BELGIUM,1980,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,70.7156
12466...ZF...,BELGIUM,1980,INDUSTRIAL PROD 2005=100,INDEX NUMBER,69.8037
12466..IZF...,BELGIUM,1980,INDUSTRIAL PROD 2005=100,INDEX NUMBER,69.8037
12466..CZF...,BELGIUM,1979,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,71.9561
12466...ZF...,BELGIUM,1979,INDUSTRIAL PROD 2005=100,INDEX NUMBER,70.6812
12466..IZF...,BELGIUM,1979,INDUSTRIAL PROD 2005=100,INDEX NUMBER,70.6812
12466..CZF...,BELGIUM,1978,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,68.7309
12466...ZF...,BELGIUM,1978,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.6372
12466..IZF...,BELGIUM,1978,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.6372
12466..CZF...,BELGIUM,1977,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,67.1183
12466...ZF...,BELGIUM,1977,INDUSTRIAL PROD 2005=100,INDEX NUMBER,66.0249
12466..IZF...,BELGIUM,1977,INDUSTRIAL PROD 2005=100,INDEX NUMBER,66.0249
12466..CZF...,BELGIUM,1976,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,66.6889
12466...ZF...,BELGIUM,1976,INDUSTRIAL PROD 2005=100,INDEX NUMBER,65.7301
12466..IZF...,BELGIUM,1976,INDUSTRIAL PROD 2005=100,INDEX NUMBER,65.7301
12466..CZF...,BELGIUM,1975,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,61.9656
12466...ZF...,BELGIUM,1975,INDUSTRIAL PROD 2005=100,INDEX NUMBER,61.0123
12466..IZF...,BELGIUM,1975,INDUSTRIAL PROD 2005=100,INDEX NUMBER,61.0123
12466..CZF...,BELGIUM,1974,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,68.7405
12466...ZF...,BELGIUM,1974,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.6151
12466..IZF...,BELGIUM,1974,INDUSTRIAL PROD 2005=100,INDEX NUMBER,67.6151
12466..CZF...,BELGIUM,1973,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,66.1069
12466...ZF...,BELGIUM,1973,INDUSTRIAL PROD 2005=100,INDEX NUMBER,64.9519
12466..IZF...,BELGIUM,1973,INDUSTRIAL PROD 2005=100,INDEX NUMBER,64.9519
12466..CZF...,BELGIUM,1972,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,61.9943
12466...ZF...,BELGIUM,1972,INDUSTRIAL PROD 2005=100,INDEX NUMBER,61.2401
12466..IZF...,BELGIUM,1972,INDUSTRIAL PROD 2005=100,INDEX NUMBER,61.2401
12466..CZF...,BELGIUM,1971,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,57.9866
12466...ZF...,BELGIUM,1971,INDUSTRIAL PROD 2005=100,INDEX NUMBER,56.9536
12466..IZF...,BELGIUM,1971,INDUSTRIAL PROD 2005=100,INDEX NUMBER,56.9536
12466..CZF...,BELGIUM,1970,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,57.0324
12466...ZF...,BELGIUM,1970,INDUSTRIAL PROD 2005=100,INDEX NUMBER,55.9666
12466..IZF...,BELGIUM,1970,INDUSTRIAL PROD 2005=100,INDEX NUMBER,55.9666
12466..CZF...,BELGIUM,1969,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,55.2958
12466...ZF...,BELGIUM,1969,INDUSTRIAL PROD 2005=100,INDEX NUMBER,54.3582
12466..IZF...,BELGIUM,1969,INDUSTRIAL PROD 2005=100,INDEX NUMBER,54.3582
12466..CZF...,BELGIUM,1968,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,50.2195
12466...ZF...,BELGIUM,1968,INDUSTRIAL PROD 2005=100,INDEX NUMBER,49.508
12466..IZF...,BELGIUM,1968,INDUSTRIAL PROD 2005=100,INDEX NUMBER,49.508
12466..CZF...,BELGIUM,1967,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,47.6336
12466...ZF...,BELGIUM,1967,INDUSTRIAL PROD 2005=100,INDEX NUMBER,46.9071
12466..IZF...,BELGIUM,1967,INDUSTRIAL PROD 2005=100,INDEX NUMBER,46.9071
12466..CZF...,BELGIUM,1966,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,46.8607
12466...ZF...,BELGIUM,1966,INDUSTRIAL PROD 2005=100,INDEX NUMBER,46.1235
12466..IZF...,BELGIUM,1966,INDUSTRIAL PROD 2005=100,INDEX NUMBER,46.1235
12466..CZF...,BELGIUM,1965,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,45.9542
12466...ZF...,BELGIUM,1965,INDUSTRIAL PROD 2005=100,INDEX NUMBER,45.2113
12466..IZF...,BELGIUM,1965,INDUSTRIAL PROD 2005=100,INDEX NUMBER,45.2113
12466..CZF...,BELGIUM,1964,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,44.7519
12466...ZF...,BELGIUM,1964,INDUSTRIAL PROD 2005=100,INDEX NUMBER,44.1202
12466..IZF...,BELGIUM,1964,INDUSTRIAL PROD 2005=100,INDEX NUMBER,44.1202
12466..CZF...,BELGIUM,1963,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,42.2996
12466...ZF...,BELGIUM,1963,INDUSTRIAL PROD 2005=100,INDEX NUMBER,41.6343
12466..IZF...,BELGIUM,1963,INDUSTRIAL PROD 2005=100,INDEX NUMBER,41.6343
12466..CZF...,BELGIUM,1962,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,39.2462
12466...ZF...,BELGIUM,1962,INDUSTRIAL PROD 2005=100,INDEX NUMBER,38.5699
12466..IZF...,BELGIUM,1962,INDUSTRIAL PROD 2005=100,INDEX NUMBER,38.5699
12466..CZF...,BELGIUM,1961,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,37.042
12466...ZF...,BELGIUM,1961,INDUSTRIAL PROD 2005=100,INDEX NUMBER,36.5121
12466..IZF...,BELGIUM,1961,INDUSTRIAL PROD 2005=100,INDEX NUMBER,36.5121
12466..CZF...,BELGIUM,1960,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,34.7615
12466...ZF...,BELGIUM,1960,INDUSTRIAL PROD 2005=100,INDEX NUMBER,34.3291
12466..IZF...,BELGIUM,1960,INDUSTRIAL PROD 2005=100,INDEX NUMBER,34.3291
12466..CZF...,BELGIUM,1959,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,32.6336
12466...ZF...,BELGIUM,1959,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.1153
12466..IZF...,BELGIUM,1959,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.1153
12466..CZF...,BELGIUM,1958,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,31.25
12466...ZF...,BELGIUM,1958,INDUSTRIAL PROD 2005=100,INDEX NUMBER,30.7206
12466..IZF...,BELGIUM,1958,INDUSTRIAL PROD 2005=100,INDEX NUMBER,30.7206
12466..CZF...,BELGIUM,1957,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,32.5954
12466...ZF...,BELGIUM,1957,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.1042
12466..IZF...,BELGIUM,1957,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.1042
12466..CZF...,BELGIUM,1956,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,32.6622
12466...ZF...,BELGIUM,1956,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.2446
12466..IZF...,BELGIUM,1956,INDUSTRIAL PROD 2005=100,INDEX NUMBER,32.2446
12466..CZF...,BELGIUM,1955,INDUSTRIAL PROD:SEAS.ADJ,INDEX NUMBER,30.7634
12466...ZF...,BELGIUM,1955,INDUSTRIAL PROD 2005=100,INDEX NUMBER,30.3201
12466..IZF...,BELGIUM,1955,INDUSTRIAL PROD 2005=100,INDEX NUMBER,30.3201
12466..IZF...,BELGIUM,1954,INDUSTRIAL PROD 2005=100,INDEX NUMBER,28.0702
12466...ZF...,BELGIUM,1954,INDUSTRIAL PROD 2005=100,INDEX NUMBER,28.0702
12466...ZF...,BELGIUM,1953,INDUSTRIAL PROD 2005=100,INDEX NUMBER,26.9988
12466..IZF...,BELGIUM,1953,INDUSTRIAL PROD 2005=100,INDEX NUMBER,26.9988
12466..IZF...,BELGIUM,1952,INDUSTRIAL PROD 2005=100,INDEX NUMBER,26.731
12466...ZF...,BELGIUM,1952,INDUSTRIAL PROD 2005=100,INDEX NUMBER,26.731
12466...ZF...,BELGIUM,1951,INDUSTRIAL PROD 2005=100,INDEX NUMBER,28.9809
12466..IZF...,BELGIUM,1951,INDUSTRIAL PROD 2005=100,INDEX NUMBER,28.9809
12466..IZF...,BELGIUM,1950,INDUSTRIAL PROD 2005=100,INDEX NUMBER,25.4453
12466...ZF...,BELGIUM,1950,INDUSTRIAL PROD 2005=100,INDEX NUMBER,25.4453
12466...ZF...,BELGIUM,1949,INDUSTRIAL PROD 2005=100,INDEX NUMBER,24.4275
12466..IZF...,BELGIUM,1949,INDUSTRIAL PROD 2005=100,INDEX NUMBER,24.4275
12466..IZF...,BELGIUM,1948,INDUSTRIAL PROD 2005=100,INDEX NUMBER,24.5882
12466...ZF...,BELGIUM,1948,INDUSTRIAL PROD 2005=100,INDEX NUMBER,24.5882
51466TA.ZF...,BHUTAN,2006,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,127.271
51466TA.ZF...,BHUTAN,2005,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,100
51466TA.ZF...,BHUTAN,2004,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,67.8776
51466TA.ZF...,BHUTAN,2003,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,45.9489
51466TA.ZF...,BHUTAN,2002,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,41.0906
51466TA.ZF...,BHUTAN,2001,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,46.9177
51466TA.ZF...,BHUTAN,2000,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,55.4748
51466TA.ZF...,BHUTAN,1999,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,52.5613
51466TA.ZF...,BHUTAN,1998,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,45.2444
51466TA.ZF...,BHUTAN,1997,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,39.7402
51466TA.ZF...,BHUTAN,1996,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,37.6706
51466TA.ZF...,BHUTAN,1995,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,34.9699
51466TA.ZF...,BHUTAN,1994,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,29.1208
51466TA.ZF...,BHUTAN,1993,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,21.9947
51466TA.ZF...,BHUTAN,1992,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,20.9453
51466TA.ZF...,BHUTAN,1991,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,15.0815
51466TA.ZF...,BHUTAN,1990,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,11.3019
51466TA.ZF...,BHUTAN,1989,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,10.8616
51466TA.ZF...,BHUTAN,1988,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,16.1236
51466TA.ZF...,BHUTAN,1987,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,18.5234
51466TA.ZF...,BHUTAN,1986,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,17.6501
51466TA.ZF...,BHUTAN,1985,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,13.9146
51466TA.ZF...,BHUTAN,1984,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,13.9439
51466TA.ZF...,BHUTAN,1983,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,13.988
51466TA.ZF...,BHUTAN,1982,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,11.801
51466TA.ZF...,BHUTAN,1981,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,9.0342
51466TA.ZF...,BHUTAN,1980,"TOURIST ARRIVALS, INDEX",INDEX NUMBER,10.3185
21866AA.ZF...,BOLIVIA,2008,CRUDE OIL PRODUCTION,INDEX NUMBER,94.06
21866AA.ZF...,BOLIVIA,2007,CRUDE OIL PRODUCTION,INDEX NUMBER,97.0208
21866AA.ZF...,BOLIVIA,2006,CRUDE OIL PRODUCTION,INDEX NUMBER,96.0708
21866AA.ZF...,BOLIVIA,2005,CRUDE OIL PRODUCTION,INDEX NUMBER,100
21866AA.ZF...,BOLIVIA,2004,CRUDE OIL PRODUCTION,INDEX NUMBER,91.7536
21866AA.ZF...,BOLIVIA,2003,CRUDE OIL PRODUCTION,INDEX NUMBER,77.9151
21866AA.ZF...,BOLIVIA,2002,CRUDE OIL PRODUCTION,INDEX NUMBER,71.4956
21866AA.ZF...,BOLIVIA,2001,CRUDE OIL PRODUCTION,INDEX NUMBER,70.5219
21866AA.ZF...,BOLIVIA,2000,CRUDE OIL PRODUCTION,INDEX NUMBER,62.0637
21866AA.ZF...,BOLIVIA,1999,CRUDE OIL PRODUCTION,INDEX NUMBER,63.9524
21866AA.ZF...,BOLIVIA,1998,CRUDE OIL PRODUCTION,INDEX NUMBER,74.2708
21866AA.ZF...,BOLIVIA,1997,CRUDE OIL PRODUCTION,INDEX NUMBER,59.223
21866AA.ZF...,BOLIVIA,1996,CRUDE OIL PRODUCTION,INDEX NUMBER,57.6607
21866AA.ZF...,BOLIVIA,1995,CRUDE OIL PRODUCTION,INDEX NUMBER,55.8479
21866AA.ZF...,BOLIVIA,1994,CRUDE OIL PRODUCTION,INDEX NUMBER,50.6408
21866AA.ZF...,BOLIVIA,1993,CRUDE OIL PRODUCTION,INDEX NUMBER,43.8105
21866AA.ZF...,BOLIVIA,1992,CRUDE OIL PRODUCTION,INDEX NUMBER,41.8448
21866AA.ZF...,BOLIVIA,1991,CRUDE OIL PRODUCTION,INDEX NUMBER,43.6931
21866AA.ZF...,BOLIVIA,1990,CRUDE OIL PRODUCTION,INDEX NUMBER,41.2143
21866AA.ZF...,BOLIVIA,1989,CRUDE OIL PRODUCTION,INDEX NUMBER,39.2645
21866AA.ZF...,BOLIVIA,1988,CRUDE OIL PRODUCTION,INDEX NUMBER,37.8895
21866AA.ZF...,BOLIVIA,1987,CRUDE OIL PRODUCTION,INDEX NUMBER,37.1935
21866AA.ZF...,BOLIVIA,1986,CRUDE OIL PRODUCTION,INDEX NUMBER,34.6064
21866AA.ZF...,BOLIVIA,1985,CRUDE OIL PRODUCTION,INDEX NUMBER,39.1185
21866AA.ZF...,BOLIVIA,1984,CRUDE OIL PRODUCTION,INDEX NUMBER,41.1386
21866AA.ZF...,BOLIVIA,1983,CRUDE OIL PRODUCTION,INDEX NUMBER,43.617
21866AA.ZF...,BOLIVIA,1982,CRUDE OIL PRODUCTION,INDEX NUMBER,48.1902
21866AA.ZF...,BOLIVIA,1981,CRUDE OIL PRODUCTION,INDEX NUMBER,43.6713
21866AA.ZF...,BOLIVIA,1980,CRUDE OIL PRODUCTION,INDEX NUMBER,46.985
21866AA.ZF...,BOLIVIA,1979,CRUDE OIL PRODUCTION,INDEX NUMBER,54.9703
21866AA.ZF...,BOLIVIA,1978,CRUDE OIL PRODUCTION,INDEX NUMBER,63.9266
21866AA.ZF...,BOLIVIA,1977,CRUDE OIL PRODUCTION,INDEX NUMBER,68.4183
21866AA.ZF...,BOLIVIA,1976,CRUDE OIL PRODUCTION,INDEX NUMBER,80.1722
21866AA.ZF...,BOLIVIA,1975,CRUDE OIL PRODUCTION,INDEX NUMBER,79.2589
21866AA.ZF...,BOLIVIA,1974,CRUDE OIL PRODUCTION,INDEX NUMBER,89.5767
21866AA.ZF...,BOLIVIA,1973,CRUDE OIL PRODUCTION,INDEX NUMBER,93.1755
21866AA.ZF...,BOLIVIA,1972,CRUDE OIL PRODUCTION,INDEX NUMBER,86.1849
21866AA.ZF...,BOLIVIA,1971,CRUDE OIL PRODUCTION,INDEX NUMBER,71.277
21866AA.ZF...,BOLIVIA,1970,CRUDE OIL PRODUCTION,INDEX NUMBER,47.6063
21866AA.ZF...,BOLIVIA,1969,CRUDE OIL PRODUCTION,INDEX NUMBER,79.7614
21866AA.ZF...,BOLIVIA,1968,CRUDE OIL PRODUCTION,INDEX NUMBER,80.8988
21866AA.ZF...,BOLIVIA,1967,CRUDE OIL PRODUCTION,INDEX NUMBER,78.4101
21866AA.ZF...,BOLIVIA,1966,CRUDE OIL PRODUCTION,INDEX NUMBER,32.8443
21866AA.ZF...,BOLIVIA,1965,CRUDE OIL PRODUCTION,INDEX NUMBER,18.6765
21866AA.ZF...,BOLIVIA,1964,CRUDE OIL PRODUCTION,INDEX NUMBER,17.7564
21866AA.ZF...,BOLIVIA,1963,CRUDE OIL PRODUCTION,INDEX NUMBER,17.5527
21866AA.ZF...,BOLIVIA,1962,CRUDE OIL PRODUCTION,INDEX NUMBER,15.5055
21866AA.ZF...,BOLIVIA,1961,CRUDE OIL PRODUCTION,INDEX NUMBER,16.6293
21866AA.ZF...,BOLIVIA,1960,CRUDE OIL PRODUCTION,INDEX NUMBER,19.8546
21866AA.ZF...,BOLIVIA,1959,CRUDE OIL PRODUCTION,INDEX NUMBER,17.6037
21866AA.ZF...,BOLIVIA,1958,CRUDE OIL PRODUCTION,INDEX NUMBER,19.0873
21866AA.ZF...,BOLIVIA,1957,CRUDE OIL PRODUCTION,INDEX NUMBER,19.8546
21866AA.ZF...,BOLIVIA,1956,CRUDE OIL PRODUCTION,INDEX NUMBER,17.7564
21866AA.ZF...,BOLIVIA,1955,CRUDE OIL PRODUCTION,INDEX NUMBER,14.9419
21866AA.ZF...,BOLIVIA,1954,CRUDE OIL PRODUCTION,INDEX NUMBER,9.41465
21866AA.ZF...,BOLIVIA,1953,CRUDE OIL PRODUCTION,INDEX NUMBER,3.32721
21866AA.ZF...,BOLIVIA,1952,CRUDE OIL PRODUCTION,INDEX NUMBER,2.86548
21866AA.ZF...,BOLIVIA,1951,CRUDE OIL PRODUCTION,INDEX NUMBER,2.90622
21866AA.ZF...,BOLIVIA,1950,CRUDE OIL PRODUCTION,INDEX NUMBER,3.42906
61666ZX.ZF...,BOTSWANA,1995,MINING PRODUCTION,INDEX NUMBER,100
61666ZX.ZF...,BOTSWANA,1994,MINING PRODUCTION,INDEX NUMBER,93.9968
61666ZX.ZF...,BOTSWANA,1993,MINING PRODUCTION,INDEX NUMBER,89.2575
61666ZX.ZF...,BOTSWANA,1992,MINING PRODUCTION,INDEX NUMBER,96.3665
61666ZX.ZF...,BOTSWANA,1991,MINING PRODUCTION,INDEX NUMBER,98.9534
61666ZX.ZF...,BOTSWANA,1990,MINING PRODUCTION,INDEX NUMBER,103.357
61666ZX.ZF...,BOTSWANA,1989,MINING PRODUCTION,INDEX NUMBER,91.6272
61666ZX.ZF...,BOTSWANA,1988,MINING PRODUCTION,INDEX NUMBER,93.207
61666ZX.ZF...,BOTSWANA,1987,MINING PRODUCTION,INDEX NUMBER,80.2528
61666ZX.ZF...,BOTSWANA,1986,MINING PRODUCTION,INDEX NUMBER,79.7788
61666ZX.ZF...,BOTSWANA,1985,MINING PRODUCTION,INDEX NUMBER,77.4882
61666ZX.ZF...,BOTSWANA,1984,MINING PRODUCTION,INDEX NUMBER,79.0679
61666ZX.ZF...,BOTSWANA,1983,MINING PRODUCTION,INDEX NUMBER,67.2196
61666ZX.ZF...,BOTSWANA,1982,MINING PRODUCTION,INDEX NUMBER,48.2622
61666ZX.ZF...,BOTSWANA,1981,MINING PRODUCTION,INDEX NUMBER,33.9652
61666ZX.ZF...,BOTSWANA,1980,MINING PRODUCTION,INDEX NUMBER,32.3574
61666ZX.ZF...,BOTSWANA,1979,MINING PRODUCTION,INDEX NUMBER,29.5437
61666ZX.ZF...,BOTSWANA,1978,MINING PRODUCTION,INDEX NUMBER,24.9212
61666ZX.ZF...,BOTSWANA,1977,MINING PRODUCTION,INDEX NUMBER,20.9017
61666ZX.ZF...,BOTSWANA,1976,MINING PRODUCTION,INDEX NUMBER,20.0978
61666ZX.ZF...,BOTSWANA,1975,MINING PRODUCTION,INDEX NUMBER,14.0684
61666ZX.ZF...,BOTSWANA,1974,MINING PRODUCTION,INDEX NUMBER,11.4557
61666ZX.ZF...,BOTSWANA,1973,MINING PRODUCTION,INDEX NUMBER,8.03911
61666ZX.ZF...,BOTSWANA,1972,MINING PRODUCTION,INDEX NUMBER,7.83813
61666ZX.ZF...,BOTSWANA,1971,MINING PRODUCTION,INDEX NUMBER,2.00978
22366..CZF...,BRAZIL,2009,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,103.99
22366..CZF...,BRAZIL,2008,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,112.092
22366..CZF...,BRAZIL,2007,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,108.945
22366..CZF...,BRAZIL,2006,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,102.854
22366..CZF...,BRAZIL,2005,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,100
22366..CZF...,BRAZIL,2004,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,96.6813
22366..CZF...,BRAZIL,2003,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,89.4534
22366..CZF...,BRAZIL,2002,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,89.4534
22366..CZF...,BRAZIL,2001,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,87.0829
22366..CZF...,BRAZIL,2000,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,85.7143
22366..CZF...,BRAZIL,1999,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,80.4365
22366..CZF...,BRAZIL,1998,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,80.9196
22366..CZF...,BRAZIL,1997,INDUSTRIAL PRODUCTION SA 2005=100,INDEX NUMBER,82.6281
